"rowid" "kepid" "kepoi.Name" "koi.period" "koi.period.err1" "koi.period.err2" "koi.duration" "koi.duration.err1" "koi.duration.err2" "koi.depth" "koi.depth.err1" "koi.depth.err2" "koi.ror" "koi.ror.err1" "koi.ror.err2" "koi.srho" "koi.srho.err1" "koi.srho.err2" "koi.prad" "koi.prad.err1" "koi.prad.err2" "koi.insol" "koi.insol.err1" "koi.insol.err2" "koi.steff" "koi.steff.err1" "koi.steff.err2" "koi.slogg" "koi.slogg.err1" "koi.slogg.err2" "koi.srad" "koi.srad.err1" "koi.srad.err2" "koi.smass" "koi.smass.err1" "koi.smass.err2"
2696 4736569 K01996.01 10.13202575 3.028e-05 -3.028e-05 3.1376 0.0731 -0.0731 962.2 27.9 -27.9 0.028226 0.000799 -0.000709 2.92653 0.35977 -0.8493 1.73 0.13 -0.12 25.66 8.41 -6.37 4777.0 173.0 -166.0 4.689 0.052 -0.034 0.561 0.041 -0.039 0.561 0.042 -0.025
2685 8564674 K02022.02 12.24764145 4.021e-05 -4.021e-05 3.3744 0.0806 -0.0806 469.7 15.0 -15.0 0.019781 0.000736 -0.000339 2.8443 0.32839 -0.91015 1.97 0.68 -0.16 85.38 86.71 -21.43 5941.0 156.0 -175.0 4.519 0.034 -0.258 0.911 0.317 -0.074 1.001 0.1 -0.119
2704 3657758 K02034.01 3.609308907 5.102e-06 -5.102e-06 1.7448 0.0379 -0.0379 1583.4 33.7 -33.7 0.036633 0.000604 -0.000995 5.36485 1.34372 -1.12727 3.47 1.49 -0.27 336.16 443.05 -84.09 5668.0 181.0 -174.0 4.545 0.028 -0.3 0.868 0.373 -0.068 0.963 0.097 -0.1
2707 6382217 K02036.01 8.41100287 2.406e-05 -2.406e-05 2.3762 0.0801 -0.0801 862.3 34.3 -34.3 0.030884 0.000193 -0.004991 1.40227 4.10653 -0.33518 1.76 0.34 -0.16 13.04 7.52 -3.19 3903.0 104.0 -77.0 4.735 0.06 -0.1 0.523 0.1 -0.05 0.541 0.1 -0.05
2813 8612275 K02111.02 7.1864526 1.842e-05 -1.842e-05 1.4341 0.0573 -0.0573 417.0 19.1 -19.1 0.018768 0.001013 -0.000322 21.41412 3.52455 -6.09098 2.11 0.87 -0.23 234.86 288.07 -72.31 6052.0 162.0 -201.0 4.424 0.068 -0.283 1.028 0.427 -0.113 1.022 0.18 -0.123
2815 7207061 K02113.01 15.94251522 5.823e-05 -5.823e-05 3.4926 0.0781 -0.0781 1164.8 38.7 -38.7 0.030672 0.001243 -0.000463 3.45158 0.16228 -1.19433 2.7 1.0 -0.2 34.06 40.09 -8.24 5376.0 201.0 -162.0 4.576 0.026 -0.24 0.806 0.299 -0.06 0.897 0.08 -0.089
2869 5211199 K02158.02 6.68228463 5.803e-05 -5.803e-05 3.248 0.181 -0.181 49.9 4.5 -4.5 0.006361 0.000532 -0.000221 1.6762 0.15542 -0.84919 1.01 0.55 -0.39 374.67 621.26 -248.84 5445.0 158.0 -139.0 4.061 0.415 -0.289 1.46 0.788 -0.569 0.896 0.103 -0.081
2876 9205938 K02162.02 199.664537 0.002935 -0.002935 8.583 0.347 -0.347 307.2 19.8 -19.8 0.016717 0.000123 -0.001239 1.51923 1.51641 -0.04913 1.54 0.66 -0.11 2.07 2.6 -0.47 6106.0 152.0 -174.0 4.556 0.027 -0.312 0.844 0.363 -0.059 0.935 0.099 -0.11
2896 11774991 K02173.02 53.5778376 0.0002944 -0.0002944 5.447 0.129 -0.129 276.1 11.5 -11.5 0.017355 0.002422 -0.002542 0.60284 2.19372 -0.10391 1.36 0.08 -0.05 3.55 0.75 -0.5 4722.0 91.0 -97.0 4.607 0.014 -0.042 0.718 0.042 -0.025 0.759 0.032 -0.042
2995 8168187 K02209.02 35.502955 0.001419 -0.001419 7.94 1.0 -1.0 109.5 13.1 -13.1 0.009742 0.000401 -0.00096 0.44659 0.25156 -0.2554 0.85 0.39 -0.07 15.31 21.14 -3.7 5692.0 170.0 -139.0 4.547 0.045 -0.285 0.8 0.364 -0.068 0.822 0.11 -0.069
2975 10723367 K02236.01 19.9866157 0.00013 -0.00013 4.173 0.358 -0.358 733.3 40.2 -40.2 0.031886 0.000375 -0.007201 0.14544 4.28786 -0.08293 2.95 1.01 -0.23 37.06 36.9 -8.98 5821.0 154.0 -162.0 4.554 0.03 -0.245 0.848 0.289 -0.067 0.937 0.091 -0.106
2984 4770617 K02243.02 8.45808312 4.757e-05 -4.757e-05 3.068 0.127 -0.127 263.6 15.8 -15.8 0.014927 0.000737 -0.000439 2.48739 0.32407 -0.98642 1.67 0.61 -0.16 192.5 206.46 -53.01 6163.0 155.0 -199.0 4.457 0.045 -0.261 1.022 0.378 -0.093 1.09 0.194 -0.132
3003 9071593 K02257.02 59.2841571 0.000635 -0.000635 5.311 0.291 -0.291 468.8 39.0 -39.0 0.019622 0.001077 -0.001106 3.34692 0.53254 -1.46814 1.79 0.56 -0.15 7.19 6.62 -1.75 5575.0 148.0 -153.0 4.558 0.03 -0.216 0.834 0.263 -0.067 0.917 0.077 -0.096
3028 3661886 K02279.01 27.0141783 0.0001417 -0.0001417 5.336 0.125 -0.125 295.9 12.7 -12.7 0.015809 0.000524 -0.000422 1.56542 0.05279 -0.5495 1.58 0.61 -0.15 36.35 41.67 -9.99 6167.0 162.0 -184.0 4.487 0.056 -0.284 0.913 0.357 -0.087 0.933 0.107 -0.105
3057 4458082 K02303.02 8.93490815 7.091e-05 -7.091e-05 2.221 0.184 -0.184 137.7 12.0 -12.0 0.010911 0.000346 -0.000771 6.33595 0.91337 -3.151 1.57 1.19 -0.24 360.0 874.46 -146.19 6680.0 177.0 -299.0 4.323 0.074 -0.424 1.319 0.999 -0.205 1.334 0.286 -0.253
3089 11121752 K02333.02 7.63006848 4.13e-05 -4.13e-05 2.699 0.128 -0.128 127.9 7.7 -7.7 0.010399 0.000431 -0.000415 3.15664 0.41 -1.3123 1.25 0.2 -0.13 251.3 114.23 -65.07 6043.0 108.0 -123.0 4.352 0.093 -0.129 1.097 0.18 -0.113 0.987 0.066 -0.062
3182 8611832 K02414.02 45.3485277 0.0003371 -0.0003371 4.627 0.173 -0.173 176.3 11.6 -11.6 0.012116 0.000597 -0.000419 3.69419 0.60762 -1.28504 1.2 0.25 -0.14 13.79 8.21 -3.81 5585.0 127.0 -98.0 4.409 0.117 -0.138 0.91 0.189 -0.108 0.773 0.076 -0.029
3188 7107802 K02420.01 10.41725184 6.556e-05 -6.556e-05 4.187 0.145 -0.145 199.0 11.5 -11.5 0.012844 0.000662 -0.00038 1.24284 0.0014 -0.63047 1.29 0.51 -0.11 100.89 118.16 -25.79 5851.0 152.0 -173.0 4.515 0.035 -0.29 0.918 0.367 -0.077 1.007 0.116 -0.123
3192 11360805 K02422.02 57.3885599 0.0005752 -0.0005752 3.382 0.258 -0.258 405.8 40.8 -40.8 0.018167 0.00128 -0.001035 12.73463 1.71213 -6.47344 1.95 0.71 -0.24 9.91 10.65 -3.02 5495.0 160.0 -137.0 4.412 0.102 -0.242 0.985 0.355 -0.121 0.912 0.096 -0.062
3216 11080405 K02442.01 25.1934467 0.0001798 -0.0001798 4.607 0.161 -0.161 587.8 32.2 -32.2 0.021858 0.000786 -0.000846 2.13674 0.37747 -0.63011 1.78 0.35 -0.15 15.07 9.5 -3.68 5177.0 167.0 -136.0 4.578 0.039 -0.109 0.746 0.148 -0.062 0.77 0.116 -0.07
3234 7604328 K02458.01 4.35409304 1.933e-05 -1.933e-05 2.313 0.102 -0.102 301.6 17.6 -17.6 0.015706 0.000694 -0.000602 3.05943 0.28537 -1.22531 1.56 0.77 -0.22 279.53 432.48 -94.35 5455.0 177.0 -149.0 4.421 0.125 -0.321 0.909 0.452 -0.127 0.795 0.146 -0.06
3280 5959719 K02498.02 13.0600422 0.0001179 -0.0001179 2.902 0.268 -0.268 110.1 10.2 -10.2 0.009599 0.000335 -0.000833 3.5831 1.12309 -2.02326 0.81 0.06 -0.04 37.3 9.57 -5.93 5168.0 105.0 NaN 4.566 0.029 -0.054 0.769 0.059 -0.036 0.793 0.048 -0.045
3393 8883329 K02595.02 14.6134251 0.0001397 -0.0001397 5.251 0.169 -0.169 74.6 4.9 -4.9 0.008003 0.000425 -0.000225 0.86396 0.02905 -0.35408 1.4 0.77 -0.33 289.17 474.89 -143.95 6735.0 161.0 -234.0 4.144 0.166 -0.31 1.604 0.883 -0.384 1.315 0.273 -0.253
3413 9602613 K02612.02 7.57306383 6.078e-05 -6.078e-05 2.598 0.19 -0.19 30.1 3.0 -3.0 0.005389 0.001869 -0.000508 1.29692 2.26635 -1.21021 0.54 0.22 -0.07 135.57 165.61 -41.84 5461.0 162.0 -126.0 4.423 0.113 -0.265 0.924 0.375 -0.119 0.824 0.129 -0.064
3477 11253827 K02672.01 88.5112563 0.0001156 -0.0001156 7.4072 0.0868 -0.0868 2636.4 10.7 -10.7 0.052424 0.000606 -0.000593 0.57056 0.06408 -0.08689 6.07 2.23 -1.13 7.17 7.77 -2.84 5579.0 153.0 -128.0 4.317 0.181 -0.235 1.06 0.389 -0.197 0.85 0.13 -0.061
3510 11071200 K02696.01 96.4561033 0.0003084 -0.0003084 11.209 0.194 -0.194 932.2 13.8 -13.8 0.030583 0.001819 -0.002108 0.17582 0.41238 -0.0143 5.56 3.4 -1.18 28.49 53.45 -13.32 7030.0 183.0 -260.0 4.143 0.134 -0.346 1.666 1.018 -0.355 1.411 0.303 -0.282
3519 9730163 K02704.01 4.871222215 7.992e-06 -7.992e-06 1.5265 0.0443 -0.0443 12587.0 319.0 -319.0 0.101142 0.002133 -0.002936 13.62752 3.25127 -2.11226 2.09 1.38 -0.6 4.05 8.9 -2.12 3327.0 125.0 -58.0 5.113 0.14 -0.167 0.189 0.125 -0.054 0.169 0.148 -0.049
3530 5272233 K02711.02 17.34088462 8.292e-05 -8.292e-05 3.465 0.121 -0.121 170.8 8.2 -8.2 0.011989 0.000452 -0.000383 3.49044 0.40787 -1.20971 1.5 0.83 -0.2 90.17 148.69 -30.16 6099.0 146.0 -190.0 4.35 0.098 -0.315 1.146 0.633 -0.15 1.07 0.252 -0.119
3569 4831728 K02739.01 10.10769068 4.951e-05 -4.951e-05 3.657 0.102 -0.102 324.8 13.5 -13.5 0.016439 0.000523 -0.000508 1.66269 0.31719 -0.40281 1.72 0.75 -0.14 103.86 135.56 -27.95 5754.0 168.0 -194.0 4.498 0.039 -0.307 0.96 0.416 -0.081 1.057 0.183 -0.13
3602 9008737 K02768.02 14.7512034 0.000204 -0.000204 1.25 0.311 -0.311 261.1 39.3 -39.3 0.017404 0.005426 -0.004114 8.85148 13.23658 -0.10453 1.63 0.62 -0.12 49.97 57.04 -11.85 5653.0 165.0 -161.0 4.551 0.026 -0.272 0.857 0.327 -0.064 0.952 0.081 -0.095
3678 6467363 K02840.02 7.446473 0.0001067 -0.0001067 4.114 0.34 -0.34 74.5 7.1 -7.1 0.00803 0.000357 -0.000544 0.66406 0.40212 -0.22445 0.74 0.34 -0.08 141.12 195.85 -42.02 5676.0 173.0 -140.0 4.474 0.092 -0.287 0.848 0.386 -0.101 0.781 0.126 -0.053
3829 11090556 K02977.02 4.13827595 2.616e-05 -2.616e-05 3.449 0.165 -0.165 62.2 4.3 -4.3 0.007873 0.001589 -0.000636 0.24713 0.63572 -0.21824 0.84 0.36 -0.08 507.63 631.65 -139.46 6245.0 158.0 -191.0 4.463 0.051 -0.297 0.981 0.417 -0.092 1.015 0.162 -0.116
3876 11618601 K03022.02 5.05366499 5.282e-05 -5.282e-05 2.305 0.237 -0.237 183.8 19.9 -19.9 0.012511 0.000729 -0.000826 2.94628 1.42506 -1.41839 1.23 0.52 -0.1 243.06 308.38 -60.3 5772.0 169.0 -172.0 4.528 0.03 -0.302 0.901 0.38 -0.071 0.999 0.117 -0.116
3909 8827575 K03052.02 15.611223 0.0001354 -0.0001354 3.784 0.248 -0.248 95.9 8.5 -8.5 0.008828 0.000535 -0.000466 2.49272 0.28741 -1.34268 0.91 0.38 -0.13 54.44 68.94 -17.92 5466.0 167.0 -133.0 4.401 0.129 -0.27 0.946 0.395 -0.132 0.821 0.135 -0.062
3937 2715695 K03077.02 7.55839292 8.996e-05 -8.996e-05 2.835 0.324 -0.324 477.1 51.0 -51.0 0.019326 0.001186 -0.001419 2.87689 15.58707 -1.14386 1.57 0.14 -0.12 54.85 19.15 -12.8 4791.0 151.0 -125.0 4.577 0.033 -0.051 0.742 0.068 -0.057 0.759 0.072 -0.063
4061 9002538 K03196.02 6.88298548 4.482e-05 -4.482e-05 1.774 0.175 -0.175 32.3 3.1 -3.1 0.005351 0.000236 -0.000361 7.25856 4.42127 -3.29214 0.81 0.51 -0.17 517.46 971.32 -232.34 6422.0 145.0 -195.0 4.234 0.147 -0.339 1.392 0.866 -0.293 1.21 0.293 -0.192
4157 7983117 K03214.02 25.0898366 0.0004414 -0.0004414 8.087 0.443 -0.443 41.5 3.4 -3.4 0.005919 0.000301 -0.000291 0.3843 0.03541 -0.17128 2.02 0.78 -1.1 315.46 362.63 -258.25 6036.0 177.0 -182.0 3.623 0.52 -0.229 3.132 1.202 -1.714 1.502 0.213 -0.479
4292 3529290 K03340.02 13.7280953 0.0001502 -0.0001502 5.292 0.244 -0.244 107.9 7.7 -7.7 0.009658 0.000369 -0.000537 0.65601 0.20123 -0.23691 1.0 0.37 -0.11 97.06 106.08 -28.69 6168.0 159.0 -179.0 4.452 0.072 -0.274 0.947 0.355 -0.104 0.925 0.114 -0.1
4263 8644365 K03384.02 19.9157725 0.0001284 -0.0001284 6.154 0.148 -0.148 147.0 6.0 -6.0 0.011962 0.001761 -0.000887 0.24486 0.46133 -0.00456 1.42 0.26 -0.1 65.52 31.78 -14.05 6053.0 94.0 -130.0 4.396 0.056 -0.136 1.09 0.198 -0.081 1.074 0.066 -0.066
4486 6368175 K03503.02 31.8245304 0.0007928 -0.0007928 4.17 1.0 -1.0 79.0 23.0 -23.0 0.008651 0.002002 -0.000546 1.52846 43.74551 -1.35833 0.8 0.34 -0.05 28.37 36.25 -6.36 6338.0 171.0 -179.0 4.545 0.031 -0.319 0.847 0.365 -0.057 0.918 0.093 -0.103
4934 11967788 K04021.01 7.23532906 4.217e-05 -4.217e-05 3.207 0.134 -0.134 107.3 6.4 -6.4 0.00966 0.000343 -0.000405 1.79269 0.35367 -0.57483 2.04 1.03 -0.51 1298.7 2024.48 -692.68 7232.0 228.0 -333.0 4.043 0.165 -0.291 1.937 0.975 -0.483 1.509 0.306 -0.312
5013 5688683 K04097.02 4.44905545 2.409e-05 -2.409e-05 1.739 0.137 -0.137 91.6 8.4 -8.4 0.0088 0.000436 -0.000632 4.96677 4.64275 -1.18388 0.6 0.05 -0.06 59.42 19.91 -16.18 4358.0 125.0 -134.0 4.662 0.042 -0.047 0.62 0.057 -0.057 0.643 0.053 -0.066
5067 10875007 K04149.02 14.7087355 0.0001953 -0.0001953 4.996 0.303 -0.303 166.3 11.9 -11.9 0.011815 0.000491 -0.000592 1.02521 0.09021 -0.47613 1.62 1.17 -0.24 135.8 310.99 -53.07 6271.0 168.0 -253.0 4.34 0.083 -0.397 1.259 0.907 -0.192 1.266 0.255 -0.221
5273 5177859 K04246.02 8.7562403 0.0001023 -0.0001023 3.299 0.269 -0.269 90.3 10.3 -10.3 0.011737 0.000112 -0.003413 0.04832 2.80322 -0.00281 1.58 0.74 -0.29 222.52 307.07 -91.88 5841.0 155.0 -176.0 4.275 0.159 -0.253 1.235 0.573 -0.229 1.046 0.236 -0.121
5316 11081504 K04287.01 13.12307232 8.588e-05 -8.588e-05 2.223 0.151 -0.151 39.8 3.6 -3.6 0.005896 0.000262 -0.000376 7.97694 4.15518 -2.81865 0.98 0.52 -0.27 250.07 392.76 -132.43 6344.0 146.0 -188.0 4.152 0.214 -0.286 1.517 0.807 -0.412 1.194 0.283 -0.202
5210 4548011 K04288.02 9.0874933 0.0001162 -0.0001162 3.579 0.243 -0.243 37.5 3.4 -3.4 0.005612 0.000382 -0.000223 1.58356 0.4164 -0.67262 0.75 0.13 -0.1 225.01 106.93 -68.91 5989.0 105.0 -122.0 4.295 0.11 -0.123 1.219 0.211 -0.161 1.07 0.079 -0.075
5313 6937529 K04382.02 3.98167088 5.262e-05 -5.262e-05 3.609 0.283 -0.283 44.7 5.4 -5.4 0.006188 0.000488 -0.000347 0.68735 0.21346 -0.32762 0.79 0.38 -0.09 798.79 1117.56 -264.03 6484.0 155.0 -225.0 4.377 0.067 -0.283 1.173 0.56 -0.143 1.195 0.238 -0.182
5483 8278685 K04435.02 17.8693759 0.0004703 -0.0004703 6.886 0.507 -0.507 63.0 6.8 -6.8 0.007351 0.000283 -0.000642 0.42644 0.13361 -0.16424 0.81 0.33 -0.07 78.58 90.61 -21.01 6328.0 151.0 -188.0 4.456 0.047 -0.279 1.013 0.405 -0.092 1.069 0.189 -0.124
5441 6520753 K04504.02 8.11935247 8.191e-05 -8.191e-05 3.568 0.218 -0.218 349.3 31.9 -31.9 0.017059 0.000973 -0.000972 1.38029 0.53434 -0.44952 1.5 0.62 -0.13 92.01 122.29 -23.23 5487.0 202.0 -165.0 4.566 0.032 -0.265 0.803 0.337 -0.065 0.868 0.099 -0.085
5594 5511659 K04541.02 17.2360532 0.0002803 -0.0002803 4.138 0.461 -0.461 320.4 40.1 -40.1 0.016586 0.001055 -0.001261 1.70857 0.74015 -0.9121 1.69 0.67 -0.17 57.24 67.98 -15.8 5915.0 161.0 -171.0 4.481 0.055 -0.282 0.931 0.374 -0.091 0.958 0.123 -0.107
5715 6527078 K04657.02 10.43149238 7.627e-05 -7.627e-05 2.002 0.179 -0.179 60.8 7.1 -7.1 0.007053 0.000419 -0.000667 10.56812 3.63362 -5.23078 0.6 0.18 -0.05 56.48 54.33 -13.07 5366.0 168.0 -142.0 4.592 0.028 -0.19 0.773 0.245 -0.058 0.856 0.087 -0.094
5977 5769810 K04913.02 8.97374036 8.875e-05 -8.875e-05 2.209 0.276 -0.276 109.8 14.5 -14.5 0.009686 0.000645 -0.000781 7.0284 0.64959 -6.80525 1.57 0.86 -0.37 427.27 703.9 -209.53 6543.0 152.0 -233.0 4.203 0.158 -0.31 1.48 0.82 -0.344 1.277 0.269 -0.234
