"rowid" "kepid" "kepoi.Name" "koi.period" "koi.period.err1" "koi.period.err2" "koi.duration" "koi.duration.err1" "koi.duration.err2" "koi.depth" "koi.depth.err1" "koi.depth.err2" "koi.ror" "koi.ror.err1" "koi.ror.err2" "koi.srho" "koi.srho.err1" "koi.srho.err2" "koi.prad" "koi.prad.err1" "koi.prad.err2" "koi.insol" "koi.insol.err1" "koi.insol.err2" "koi.steff" "koi.steff.err1" "koi.steff.err2" "koi.slogg" "koi.slogg.err1" "koi.slogg.err2" "koi.srad" "koi.srad.err1" "koi.srad.err2" "koi.smass" "koi.smass.err1" "koi.smass.err2"
2868 5211199 K02158.01 4.56204856 1.935e-05 -1.935e-05 2.796 0.101 -0.101 85.4 4.2 -4.2 0.008367 0.000312 -0.000313 1.69462 0.28598 -0.58066 1.33 0.72 -0.52 622.54 1032.27 -413.47 5445.0 158.0 -139.0 4.061 0.415 -0.289 1.46 0.788 -0.569 0.896 0.103 -0.081
2875 9205938 K02162.01 108.593329 0.001003 -0.001003 7.988 0.192 -0.192 349.6 15.0 -15.0 0.017187 0.000701 -0.000383 1.8857 0.0426 -0.80096 1.58 0.69 -0.11 4.67 5.86 -1.07 6106.0 152.0 -174.0 4.556 0.027 -0.312 0.844 0.363 -0.059 0.935 0.099 -0.11
2895 11774991 K02173.01 37.8156219 0.0001804 -0.0001804 4.464 0.116 -0.116 275.8 11.0 -11.0 0.01471 0.000561 -0.000432 3.49879 0.53191 -0.93478 1.15 0.07 -0.04 5.66 1.18 -0.81 4722.0 91.0 -97.0 4.607 0.014 -0.042 0.718 0.042 -0.025 0.759 0.032 -0.042
2994 8168187 K02209.01 18.3027248 0.0001389 -0.0001389 8.164 0.211 -0.211 200.4 9.3 -9.3 0.013984 0.002013 -0.001143 0.09668 0.17728 -0.00043 1.22 0.56 -0.1 37.04 51.18 -8.95 5692.0 170.0 -139.0 4.547 0.045 -0.285 0.8 0.364 -0.068 0.822 0.11 -0.069
2976 10723367 K02236.02 12.12582991 7.572e-05 -7.572e-05 3.202 0.173 -0.173 344.3 28.2 -28.2 0.017091 0.000702 -0.001064 2.76203 1.05708 -0.76833 1.58 0.54 -0.12 72.15 71.84 -17.49 5821.0 154.0 -162.0 4.554 0.03 -0.245 0.848 0.289 -0.067 0.937 0.091 -0.106
2983 4770617 K02243.01 5.1856142 2.676e-05 -2.676e-05 4.076 0.119 -0.119 264.0 10.7 -10.7 0.014959 0.000513 -0.0005 0.63539 0.07831 -0.22771 1.67 0.62 -0.15 369.66 396.48 -101.8 6163.0 155.0 -199.0 4.457 0.045 -0.261 1.022 0.378 -0.093 1.09 0.194 -0.132
3002 9071593 K02257.01 32.5637069 0.0002472 -0.0002472 5.548 0.181 -0.181 620.0 29.1 -29.1 0.024334 0.005002 -0.001834 0.66288 1.0953 -0.05157 2.22 0.7 -0.18 15.98 14.72 -3.89 5575.0 148.0 -153.0 4.558 0.03 -0.216 0.834 0.263 -0.067 0.917 0.077 -0.096
3029 3661886 K02279.02 12.5094525 0.0001127 -0.0001127 3.456 0.276 -0.276 157.9 11.9 -11.9 0.011645 0.000386 -0.000754 2.28333 0.69002 -1.01046 1.16 0.45 -0.11 101.51 116.38 -27.9 6167.0 162.0 -184.0 4.487 0.056 -0.284 0.913 0.357 -0.087 0.933 0.107 -0.105
3056 4458082 K02303.01 4.89337519 2.526e-05 -2.526e-05 3.316 0.117 -0.117 138.4 7.6 -7.6 0.010879 0.000411 -0.000367 1.15805 0.04909 -0.51075 1.57 1.18 -0.25 803.93 1952.76 -326.46 6680.0 177.0 -299.0 4.323 0.074 -0.424 1.319 0.999 -0.205 1.334 0.286 -0.253
3088 11121752 K02333.01 3.930871 2.346e-05 -2.346e-05 2.973 0.138 -0.138 95.5 5.6 -5.6 0.008968 0.000435 -0.00024 1.25891 0.17243 -0.47607 1.07 0.18 -0.11 608.08 276.42 -157.46 6043.0 108.0 -123.0 4.352 0.093 -0.129 1.097 0.18 -0.113 0.987 0.066 -0.062
3181 8611832 K02414.01 22.5965999 0.0002138 -0.0002138 6.205 0.169 -0.169 152.9 7.3 -7.3 0.011242 0.000501 -0.00028 0.80039 0.05672 -0.29886 1.12 0.23 -0.14 34.92 20.8 -9.65 5585.0 127.0 -98.0 4.409 0.117 -0.138 0.91 0.189 -0.108 0.773 0.076 -0.029
3189 7107802 K02420.02 5.46748701 5.614e-05 -5.614e-05 3.051 0.283 -0.283 90.7 10.5 -10.5 0.008714 0.000578 -0.000608 1.55639 0.35033 -0.78383 0.87 0.35 -0.07 238.33 279.1 -60.93 5851.0 152.0 -173.0 4.515 0.035 -0.29 0.918 0.367 -0.077 1.007 0.116 -0.123
3191 11360805 K02422.01 26.7839183 0.0001786 -0.0001786 4.517 0.163 -0.163 453.4 26.3 -26.3 0.019666 0.000437 -0.001107 1.8739 1.08972 -0.20153 2.12 0.76 -0.26 27.36 29.44 -8.33 5495.0 160.0 -137.0 4.412 0.102 -0.242 0.985 0.355 -0.121 0.912 0.096 -0.062
3217 11080405 K02442.02 12.3102846 0.0001442 -0.0001442 3.624 0.217 -0.217 296.8 26.0 -26.0 0.015528 0.000935 -0.000847 2.11687 0.42588 -0.90199 1.26 0.26 -0.1 39.15 24.68 -9.57 5177.0 167.0 -136.0 4.578 0.039 -0.109 0.746 0.148 -0.062 0.77 0.116 -0.07
3235 7604328 K02458.02 2.936584681 8.405e-06 -8.405e-06 1.8519 0.0746 -0.0746 332.1 16.8 -16.8 0.016491 0.000915 -0.000365 4.05093 0.54716 -1.54502 1.64 0.81 -0.23 473.18 732.1 -159.7 5455.0 177.0 -149.0 4.421 0.125 -0.321 0.909 0.452 -0.127 0.795 0.146 -0.06
3279 5959719 K02498.01 6.73811219 4.091e-05 -4.091e-05 2.437 0.136 -0.136 107.4 7.9 -7.9 0.009275 0.00052 -0.000403 4.0141 0.3897 -1.8366 0.78 0.06 -0.04 90.19 23.13 -14.35 5168.0 105.0 NaN 4.566 0.029 -0.054 0.769 0.059 -0.036 0.793 0.048 -0.045
3392 8883329 K02595.01 9.18247194 6.025e-05 -6.025e-05 4.319 0.149 -0.149 84.7 4.6 -4.6 0.008635 0.000234 -0.000355 0.75606 0.32339 -0.13266 1.51 0.84 -0.36 537.32 882.45 -267.47 6735.0 161.0 -234.0 4.144 0.166 -0.31 1.604 0.883 -0.384 1.315 0.273 -0.253
3412 9602613 K02612.01 4.61226344 3.259e-05 -3.259e-05 2.701 0.16 -0.16 29.3 2.4 -2.4 0.005487 0.001432 -0.000628 0.48544 1.54548 -0.38405 0.55 0.23 -0.07 262.3 320.42 -80.96 5461.0 162.0 -126.0 4.423 0.113 -0.265 0.924 0.375 -0.119 0.824 0.129 -0.064
3478 11253827 K02672.02 42.99255302 4.509e-05 -4.509e-05 4.6011 0.0398 -0.0398 1108.1 8.8 -8.8 0.030168 0.000576 -0.000278 3.97302 0.055 -1.47276 3.49 1.28 -0.65 18.79 20.33 -7.44 5579.0 153.0 -128.0 4.317 0.181 -0.235 1.06 0.389 -0.197 0.85 0.13 -0.061
3511 11071200 K02696.02 44.5645251 0.0002595 -0.0002595 7.61 0.154 -0.154 354.5 10.5 -10.5 0.018639 3e-06 -0.001408 0.28538 0.51402 -0.24088 3.39 2.07 -0.72 79.76 149.67 -37.28 7030.0 183.0 -260.0 4.143 0.134 -0.346 1.666 1.018 -0.355 1.411 0.303 -0.282
3520 9730163 K02704.02 2.984153469 8.833e-06 -8.833e-06 1.278 0.0716 -0.0716 5191.0 278.0 -278.0 0.068494 0.018243 -0.004101 8.55118 9.0726 -0.10513 1.41 0.94 -0.4 7.81 17.16 -4.1 3327.0 125.0 -58.0 5.113 0.14 -0.167 0.189 0.125 -0.054 0.169 0.148 -0.049
3529 5272233 K02711.01 9.02439889 2.597e-05 -2.597e-05 3.1419 0.0644 -0.0644 214.9 6.5 -6.5 0.013472 0.000336 -0.000326 2.38563 0.29203 -0.74979 1.69 0.93 -0.22 215.36 355.13 -72.03 6099.0 146.0 -190.0 4.35 0.098 -0.315 1.146 0.633 -0.15 1.07 0.252 -0.119
3570 4831728 K02739.02 7.09559216 9.078e-05 -9.078e-05 3.826 0.402 -0.402 105.0 12.5 -12.5 0.009605 0.000459 -0.000814 0.69317 0.81158 -0.22707 1.01 0.43 -0.09 166.45 217.24 -44.79 5754.0 168.0 -194.0 4.498 0.039 -0.307 0.96 0.416 -0.081 1.057 0.183 -0.13
3601 9008737 K02768.01 11.8288843 0.0003158 -0.0003158 3.337 0.398 -0.398 191.0 23.5 -23.5 0.012612 0.000992 -0.00087 2.50636 1.52567 -1.64242 1.18 0.45 -0.09 67.13 76.62 -15.93 5653.0 165.0 -161.0 4.551 0.026 -0.272 0.857 0.327 -0.064 0.952 0.081 -0.095
3677 6467363 K02840.01 3.67934645 2.201e-05 -2.201e-05 3.622 0.161 -0.161 87.3 5.3 -5.3 0.008519 0.000495 -0.000222 0.65132 0.12553 -0.25132 0.79 0.36 -0.1 361.27 501.37 -107.58 5676.0 173.0 -140.0 4.474 0.092 -0.287 0.848 0.386 -0.101 0.781 0.126 -0.053
3828 11090556 K02977.01 2.78815679 2.021e-05 -2.021e-05 3.326 0.146 -0.146 58.3 3.7 -3.7 0.007194 0.000119 -0.000462 0.43698 0.30791 -0.04714 0.77 0.33 -0.07 861.28 1071.7 -236.61 6245.0 158.0 -191.0 4.463 0.051 -0.297 0.981 0.417 -0.092 1.015 0.162 -0.116
3875 11618601 K03022.01 2.76263462 1.609e-05 -1.609e-05 1.893 0.13 -0.13 196.3 16.1 -16.1 0.012799 0.000844 -0.000548 3.40955 0.29535 -2.04641 1.26 0.53 -0.1 544.05 690.26 -134.98 5772.0 169.0 -172.0 4.528 0.03 -0.302 0.901 0.38 -0.071 0.999 0.117 -0.116
3908 8827575 K03052.01 10.12960534 8.406e-05 -8.406e-05 3.239 0.264 -0.264 95.2 7.7 -7.7 0.008953 0.000391 -0.000521 2.0632 0.87313 -0.91528 0.92 0.39 -0.12 96.89 122.71 -31.88 5466.0 167.0 -133.0 4.401 0.129 -0.27 0.946 0.395 -0.132 0.821 0.135 -0.062
3936 2715695 K03077.01 4.09577947 1.985e-05 -1.985e-05 1.653 0.124 -0.124 523.5 49.2 -49.2 0.021727 0.007493 -0.001512 4.25127 4.6624 -0.24197 1.76 0.16 -0.13 124.3 43.41 -28.99 4791.0 151.0 -125.0 4.577 0.033 -0.051 0.742 0.068 -0.057 0.759 0.072 -0.063
4060 9002538 K03196.01 4.96064303 2.96e-05 -2.96e-05 2.846 0.142 -0.142 21.0 1.8 -1.8 0.004235 0.000235 -0.000206 1.7692 0.36857 -0.7302 0.64 0.4 -0.13 800.55 1502.73 -359.45 6422.0 145.0 -195.0 4.234 0.147 -0.339 1.392 0.866 -0.293 1.21 0.293 -0.192
4156 7983117 K03214.01 11.49499722 8.871e-05 -8.871e-05 7.564 0.152 -0.152 49.4 2.5 -2.5 0.007586 5e-06 -0.001181 0.02271 0.17689 -0.0074 2.59 1.0 -1.42 893.54 1027.16 -731.49 6036.0 177.0 -182.0 3.623 0.52 -0.229 3.132 1.202 -1.714 1.502 0.213 -0.479
4291 3529290 K03340.01 8.9539813 0.0001801 -0.0001801 4.915 0.367 -0.367 77.9 7.1 -7.1 0.008304 0.000339 -0.000555 0.43633 0.40989 -0.092 0.86 0.32 -0.1 171.51 187.43 -50.71 6168.0 159.0 -179.0 4.452 0.072 -0.274 0.947 0.355 -0.104 0.925 0.114 -0.1
4262 8644365 K03384.01 10.54842565 5.896e-05 -5.896e-05 1.35 0.167 -0.167 105.7 11.4 -11.4 0.009653 0.000459 -0.000748 25.73761 18.66167 -12.90571 1.15 0.21 -0.09 152.96 74.2 -32.79 6053.0 94.0 -130.0 4.396 0.056 -0.136 1.09 0.198 -0.081 1.074 0.066 -0.066
4485 6368175 K03503.01 21.1875846 0.0004476 -0.0004476 2.776 0.493 -0.493 81.1 12.4 -12.4 0.008331 0.000542 -0.000935 8.55359 0.13203 -6.77717 0.77 0.33 -0.05 48.81 62.35 -10.95 6338.0 171.0 -179.0 4.545 0.031 -0.319 0.847 0.365 -0.057 0.918 0.093 -0.103
4935 11967788 K04021.02 4.93209467 3.909e-05 -3.909e-05 3.4 0.188 -0.188 67.7 5.2 -5.2 0.007686 0.000279 -0.000454 0.98174 0.16414 -0.42862 1.63 0.81 -0.41 2167.4 3378.65 -1156.01 7232.0 228.0 -333.0 4.043 0.165 -0.291 1.937 0.975 -0.483 1.509 0.306 -0.312
5012 5688683 K04097.01 2.790649339 3.709e-06 -3.709e-06 0.662 0.0643 -0.0643 223.9 14.9 -14.9 0.013602 0.001247 -0.000415 84.27852 22.74049 -47.09527 0.92 0.09 -0.08 110.57 37.06 -30.1 4358.0 125.0 -134.0 4.662 0.042 -0.047 0.62 0.057 -0.057 0.643 0.053 -0.066
5066 10875007 K04149.01 9.54698999 9.717e-05 -9.717e-05 4.844 0.223 -0.223 162.8 8.0 -8.0 0.011685 0.002145 -0.000702 0.73506 0.03854 -0.32882 1.61 1.15 -0.25 241.56 553.16 -94.41 6271.0 168.0 -253.0 4.34 0.083 -0.397 1.259 0.907 -0.192 1.266 0.255 -0.221
5272 5177859 K04246.01 6.98471973 5.94e-05 -5.94e-05 2.723 0.214 -0.214 88.0 8.8 -8.8 0.008521 0.00055 -0.000557 2.99774 0.38559 -1.73139 1.15 0.53 -0.21 300.62 414.84 -124.12 5841.0 155.0 -176.0 4.275 0.159 -0.253 1.235 0.573 -0.229 1.046 0.236 -0.121
5317 11081504 K04287.02 9.6184 0.0001052 -0.0001052 4.064 0.244 -0.244 24.0 2.4 -2.4 0.004575 0.000266 -0.000269 0.93171 0.60731 -0.20439 0.76 0.4 -0.21 378.36 594.23 -200.37 6344.0 146.0 -188.0 4.152 0.214 -0.286 1.517 0.807 -0.412 1.194 0.283 -0.202
5209 4548011 K04288.01 6.28385491 4.246e-05 -4.246e-05 4.124 0.163 -0.163 38.3 2.6 -2.6 0.005669 0.000271 -0.000216 0.72715 0.09289 -0.29965 0.75 0.14 -0.1 367.84 174.81 -112.64 5989.0 105.0 -122.0 4.295 0.11 -0.123 1.219 0.211 -0.161 1.07 0.079 -0.075
5312 6937529 K04382.01 2.94654179 3.471e-05 -3.471e-05 3.28 0.274 -0.274 58.4 5.3 -5.3 0.007105 0.000363 -0.000378 0.62367 0.29918 -0.23948 0.91 0.43 -0.11 1193.77 1670.14 -394.59 6484.0 155.0 -225.0 4.377 0.067 -0.283 1.173 0.56 -0.143 1.195 0.238 -0.182
5482 8278685 K04435.01 10.8614955 0.0001629 -0.0001629 6.029 0.42 -0.42 68.5 5.8 -5.8 0.007628 0.000342 -0.000392 0.42845 0.21603 -0.16576 0.84 0.34 -0.07 152.71 176.12 -40.82 6328.0 151.0 -188.0 4.456 0.047 -0.279 1.013 0.405 -0.092 1.069 0.189 -0.124
5440 6520753 K04504.01 4.13034253 3.108e-05 -3.108e-05 2.619 0.183 -0.183 339.0 28.2 -28.2 0.016645 0.001394 -0.000355 2.02531 0.61623 -0.81256 1.46 0.61 -0.12 227.04 301.74 -57.32 5487.0 202.0 -165.0 4.566 0.032 -0.265 0.803 0.337 -0.065 0.868 0.099 -0.085
5593 5511659 K04541.01 8.52917865 9.745e-05 -9.745e-05 3.317 0.273 -0.273 353.7 33.1 -33.1 0.017895 0.000626 -0.001302 1.13695 1.25691 -0.27629 1.82 0.73 -0.18 146.17 173.59 -40.35 5915.0 161.0 -171.0 4.481 0.055 -0.282 0.931 0.374 -0.091 0.958 0.123 -0.107
5714 6527078 K04657.01 7.57616782 8.276e-05 -8.276e-05 3.121 0.243 -0.243 52.0 4.9 -4.9 0.006555 0.000275 -0.00049 1.87316 0.62827 -0.86476 0.55 0.18 -0.04 86.49 83.19 -20.02 5366.0 168.0 -142.0 4.592 0.028 -0.19 0.773 0.245 -0.058 0.856 0.087 -0.094
5976 5769810 K04913.01 6.78788803 5.054e-05 -5.054e-05 2.381 0.241 -0.241 84.5 10.1 -10.1 0.008497 0.000668 -0.000505 4.23373 1.32724 -2.35277 1.37 0.76 -0.32 620.4 1022.07 -304.24 6543.0 152.0 -233.0 4.203 0.158 -0.31 1.48 0.82 -0.344 1.277 0.269 -0.234
